Rank,Release Group,Worldwide,Domestic,%,Foreign,%.1,filename,year,Domestic %,Foreign %
2408,Downsizing,55003890,24449754,44.5%,30554136,55.5%,2017.csv,2017,0.44450954287051336,0.5554904571294866
2409,Analyze That,55003135,32130627,58.4%,22872508,41.6%,2002.csv,2002,0.5841599210663174,0.4158400789336826
2410,Wolf Children,54984346,0,-,54984346,100%,2012.csv,2012,0.0,1.0
2411,The Jackal,54930280,54930280,100%,0,-,1997.csv,1997,1.0,0.0
2412,Spawn,54870175,54870175,100%,0,-,1997.csv,1997,1.0,0.0
2413,Suspect X,54846110,0,-,54846110,100%,2008.csv,2008,0.0,1.0
2414,St. Vincent,54837234,44137712,80.5%,10699522,19.5%,2014.csv,2014,0.8048858190039272,0.19511418099607286
2415,The Three Stooges,54819301,44338224,80.9%,10481077,19.1%,2012.csv,2012,0.8088068105793614,0.19119318942063854
2416,Starship Troopers,54814377,54814377,100%,0,-,1997.csv,1997,1.0,0.0
2417,The Crazies,54806823,39123589,71.4%,15683234,28.6%,2010.csv,2010,0.7138452268981181,0.28615477310188187
2418,Driven,54744738,32720065,59.8%,22024673,40.2%,2001.csv,2001,0.5976842011738187,0.40231579882618124
2419,The Punisher,54700105,33810189,61.8%,20889916,38.2%,2004.csv,2004,0.6181009890200394,0.38189901097996065
2420,Open Water,54683487,30610863,56%,24072624,44%,2004.csv,2004,0.5597825720221536,0.4402174279778464
2421,Small Soldiers,54682547,54682547,100%,0,-,1998.csv,1998,1.0,0.0
2422,Go Brother!,54663060,0,-,54663060,100%,2018.csv,2018,0.0,1.0
2423,"Good Night, and Good Luck.",54641191,31558003,57.8%,23083188,42.2%,2005.csv,2005,0.5775496914040545,0.4224503085959455
2424,The Hot Chick,54639553,35081594,64.2%,19557959,35.8%,2002.csv,2002,0.6420549231067099,0.3579450768932901
2425,Early Man,54622814,8267544,15.1%,46355270,84.9%,2018.csv,2018,0.15135697695838227,0.8486430230416178
2426,Milk,54589558,31841299,58.3%,22748259,41.7%,2008.csv,2008,0.5832855250449179,0.41671447495508207
2427,The Age of Shadows,54491162,541719,1%,53949443,99%,2016.csv,2016,0.009941410315309481,0.9900585896846905
2428,No Escape,54418872,27288872,50.1%,27130000,49.9%,2015.csv,2015,0.5014597141962075,0.4985402858037925
2429,No Good Deed,54323210,52543632,96.7%,1779578,3.3%,2014.csv,2014,0.9672409270365282,0.03275907296347178
2430,Upcoming,54300000,0,-,54300000,100%,2021.csv,2021,0.0,1.0
2431,Varsity Blues,54294169,52894169,97.4%,1400000,2.6%,1999.csv,1999,0.9742145422651187,0.025785457734881254
2432,Mickey Blue Eyes,54264342,33864342,62.4%,20400000,37.6%,1999.csv,1999,0.6240625197298071,0.3759374802701929
2433,Domestic Disturbance,54249294,45246095,83.4%,9003199,16.6%,2001.csv,2001,0.8340402549754841,0.1659597450245159
2434,The Five-Year Engagement,54169363,28835528,53.2%,25333835,46.8%,2012.csv,2012,0.5323217110749484,0.4676782889250516
2435,Madea's Big Happy Family,54161287,53345287,98.5%,816000,1.5%,2011.csv,2011,0.9849338882955274,0.015066111704472605
2436,Nine,54004950,19676965,36.4%,34327985,63.6%,2009.csv,2009,0.36435484154693226,0.6356451584530677
2437,A Ghost of a Chance,53982636,0,-,53982636,100%,2011.csv,2011,0.0,1.0
2438,"I, Tonya",53939297,30014539,55.6%,23924758,44.4%,2017.csv,2017,0.5564503185868366,0.4435496814131634
2439,Peppermint,53918723,35418723,65.7%,18500000,34.3%,2018.csv,2018,0.6568909838610235,0.34310901613897643
2440,The Three Musketeers,53898845,53898845,100%,0,-,1993.csv,1993,1.0,0.0
2441,Austin Powers: International Man of Mystery,53883989,53883989,100%,0,-,1997.csv,1997,1.0,0.0
2442,Long Shot,53873809,30316271,56.3%,23557538,43.7%,2019.csv,2019,0.5627274470234692,0.4372725529765308
2443,Tin Cup,53854588,53854588,100%,0,-,1996.csv,1996,1.0,0.0
2444,1987: When the Day Comes,53834292,0,-,53834292,100%,2017.csv,2017,0.0,1.0
2445,Sabrina,53696278,53672080,100%,24198,<0.1%,1995.csv,1995,0.9995493542401579,0.0004506457598420509
2446,Stranger Than Fiction,53653224,40660952,75.8%,12992272,24.2%,2006.csv,2006,0.7578473196689913,0.24215268033100862
2447,Rookie of the Year,53615089,53615089,100%,0,-,1993.csv,1993,1.0,0.0
2448,Overheard 3,53493428,0,-,53493428,100%,2014.csv,2014,0.0,1.0
2449,10 Things I Hate About You,53478166,38178166,71.4%,15300000,28.6%,1999.csv,1999,0.7139019314910687,0.28609806850893127
2450,The Cat Returns,53452652,0,-,53452652,100%,2002.csv,2002,0.0,1.0
2451,Beethoven's 2nd,53443066,53443066,100%,0,-,1993.csv,1993,1.0,0.0
2452,Bounce,53425292,36805288,68.9%,16620004,31.1%,2000.csv,2000,0.6889113118932508,0.31108868810674917
2453,Supercondriaque,53425036,0,-,53425036,100%,2014.csv,2014,0.0,1.0
2454,A Madea Christmas,53396635,52543354,98.4%,853281,1.6%,2013.csv,2013,0.9840199480735069,0.01598005192649312
2455,Sinister 2,53329150,27740955,52%,25588195,48%,2015.csv,2015,0.5201837081596088,0.4798162918403912
2456,Æon Flux,53321673,25874337,48.5%,27447336,51.5%,2005.csv,2005,0.48524990954428604,0.514750090455714
2457,Little White Lies,53319615,206088,0.4%,53113527,99.6%,2010.csv,2010,0.003865144187556493,0.9961348558124435
2458,Sleepers,53315285,53315285,100%,0,-,1996.csv,1996,1.0,0.0
2459,A Chinese Odyssey: Part Three,53306108,0,-,53306108,100%,2016.csv,2016,0.0,1.0
2460,Radio,53293628,52333738,98.2%,959890,1.8%,2003.csv,2003,0.9819886535028165,0.01801134649718349
2461,3 Days to Kill,53260230,30697999,57.6%,22562231,42.4%,2014.csv,2014,0.5763775147046868,0.4236224852953132
2462,Pitch Black,53187659,39240659,73.8%,13947000,26.2%,2000.csv,2000,0.7377775171492319,0.26222248285076805
2463,Temptation: Confessions of a Marriage Counselor,53143144,51975354,97.8%,1167790,2.2%,2013.csv,2013,0.9780255756038823,0.021974424396117777
2464,Delivery Man,53120346,30664106,57.7%,22456240,42.3%,2013.csv,2013,0.5772572716299702,0.4227427283700298
2465,Big Fat Liar,52970014,48360547,91.3%,4609467,8.7%,2002.csv,2002,0.91297969073597,0.08702030926403002
2466,The Outlaws,52946454,0,-,52946454,100%,2017.csv,2017,0.0,1.0
2467,Man in Love,52946097,0,-,52946097,100%,2021.csv,2021,0.0,1.0
2468,Untraceable,52933513,28687835,54.2%,24245678,45.8%,2008.csv,2008,0.5419597788644785,0.45804022113552145
2469,My Cousin Vinny,52929168,52929168,100%,0,-,1992.csv,1992,1.0,0.0
2470,Detective Conan: Sunflowers of Inferno,52920296,0,-,52920296,100%,2015.csv,2015,0.0,1.0
2471,Pooh's Heffalump Movie,52858433,18098433,34.2%,34760000,65.8%,2005.csv,2005,0.34239442928624086,0.6576055707137591
2472,From Paris with Love,52830951,24077427,45.6%,28753524,54.4%,2010.csv,2010,0.4557447205521627,0.5442552794478374
2473,Prem Ratan Dhan Payo,52715771,4364639,8.3%,48351132,91.7%,2015.csv,2015,0.08279569694617575,0.9172043030538243
2474,Four Weddings and a Funeral,52700832,52700832,100%,0,-,1994.csv,1994,1.0,0.0
2475,Break Through the Darkness,52700000,0,-,52700000,100%,2021.csv,2021,0.0,1.0
2476,Rurouni Kenshin Part II: Kyoto Inferno,52696176,0,-,52696176,100%,2014.csv,2014,0.0,1.0
2477,Wild,52501541,37880356,72.2%,14621185,27.8%,2014.csv,2014,0.7215094124570554,0.2784905875429447
2478,Tunnel,52444295,568876,1.1%,51875419,98.9%,2016.csv,2016,0.010847242774452398,0.9891527572255476
2479,The Boy Next Door,52425855,35423380,67.6%,17002475,32.4%,2015.csv,2015,0.6756853083273511,0.3243146916726489
2480,The Night Before,52395996,43047372,82.2%,9348624,17.8%,2015.csv,2015,0.8215775113808315,0.17842248861916854
2481,Arthur et la vengeance de Maltazard,52377611,0,-,52377611,100%,2009.csv,2009,0.0,1.0
2482,Dragonfly,52323400,30323400,58%,22000000,42%,2002.csv,2002,0.5795380269630797,0.4204619730369204
2483,Greenland,52300000,0,-,52300000,100%,2020.csv,2020,0.0,1.0
2484,Hollywood Adventures,52265070,0,-,52265070,100%,2015.csv,2015,0.0,1.0
2485,One Hour Photo,52223306,31597131,60.5%,20626175,39.5%,2002.csv,2002,0.6050388881929459,0.3949611118070541
2486,Tolo Tolo,52186426,0,-,52186426,100%,2020.csv,2020,0.0,1.0
2487,Patriots Day,52185751,31886361,61.1%,20299390,38.9%,2016.csv,2016,0.6110166163940038,0.3889833836059962
2488,My Beloved Bodyguard,52165873,0,-,52165873,100%,2016.csv,2016,0.0,1.0
2489,Elizabethtown,52164016,26850426,51.5%,25313590,48.5%,2005.csv,2005,0.51473080600236,0.48526919399764007
2490,Take Off,52141043,0,-,52141043,100%,2009.csv,2009,0.0,1.0
2491,The Little Rascals,52125282,52125282,100%,0,-,1994.csv,1994,1.0,0.0
2492,The Finest Hours,52099090,27569558,52.9%,24529532,47.1%,2016.csv,2016,0.5291754232175648,0.47082457678243517
2493,Teen Titans GO! To the Movies,52090236,29790236,57.2%,22300000,42.8%,2018.csv,2018,0.5718967370391641,0.4281032629608359
2494,Primary Colors,52090187,39001187,74.9%,13089000,25.1%,1998.csv,1998,0.7487242654744165,0.2512757345255835
2495,Detective Dee: The Mystery of the Phantom Flame,51899269,459836,0.9%,51439433,99.1%,2010.csv,2010,0.008860163329082727,0.9911398366709173
2496,Conference of Animals,51883642,0,-,51883642,100%,2010.csv,2010,0.0,1.0
2497,Hanging Up,51880044,36050230,69.5%,15829814,30.5%,2000.csv,2000,0.6948766273212875,0.3051233726787125
2498,Blue Crush,51843679,40390647,77.9%,11453032,22.1%,2002.csv,2002,0.7790852767219703,0.22091472327802972
2499,"Yo-kai Watch Movie: It's the Secret of Birth, Meow!",51838845,257343,0.5%,51581502,99.5%,2015.csv,2015,0.004964288845555876,0.9950357111544441
2500,Enough,51806184,40007742,77.2%,11798442,22.8%,2002.csv,2002,0.7722580377663022,0.2277419622336978
2501,The Texas Chainsaw Massacre: The Beginning,51764406,39517763,76.3%,12246643,23.7%,2006.csv,2006,0.7634157532880799,0.23658424671192016
2502,Slender Man,51738549,30569484,59.1%,21169065,40.9%,2018.csv,2018,0.5908454061979975,0.4091545938020025
2503,I Can Do Bad All by Myself,51733921,51733921,100%,0,-,2009.csv,2009,1.0,0.0
2504,Doubt,51699984,33446470,64.7%,18253514,35.3%,2008.csv,2008,0.6469338559176343,0.3530661440823657
2505,Schemes in Antiques,51637422,36501,<0.1%,51600921,99.9%,2021.csv,2021,0.0007068710750122265,0.9992931289249878
2506,Master,51636415,597251,1.2%,51039164,98.8%,2016.csv,2016,0.011566469128424194,0.9884335308715758
2507,College Road Trip,51549674,45610425,88.5%,5939249,11.5%,2008.csv,2008,0.8847859057265813,0.11521409427341868
2508,Sneakers,51432691,51432691,100%,0,-,1992.csv,1992,1.0,0.0
2509,Daybreakers,51416464,30101577,58.5%,21314887,41.5%,2010.csv,2010,0.5854462687282423,0.4145537312717576
2510,Breaking In,51411620,46840590,91.1%,4571030,8.9%,2018.csv,2018,0.9110895552406246,0.08891044475937541
2511,Cry Me a Sad River,51400614,0,-,51400614,100%,2018.csv,2018,0.0,1.0
2512,I Spy,51386477,33561137,65.3%,17825340,34.7%,2002.csv,2002,0.6531122380699498,0.3468877619300502
2513,Hot Pursuit,51380201,34580201,67.3%,16800000,32.7%,2015.csv,2015,0.6730258022929883,0.3269741977070117
2514,DragonHeart,51367375,51367375,100%,0,-,1996.csv,1996,1.0,0.0
2515,Once Upon a Deadpool 2018 Re-release,51349833,6100309,11.9%,45249524,88.1%,2018.csv,2018,0.1187990036890675,0.8812009963109325
2516,Meet Dave,51339567,11803254,23%,39536313,77%,2008.csv,2008,0.22990560087894782,0.7700943991210522
2517,Simmba,51329025,5102129,9.9%,46226896,90.1%,2018.csv,2018,0.09940046591572702,0.900599534084273
2518,Ambulance,51309115,22309115,43.5%,29000000,56.5%,2022.csv,2022,0.43479828096820616,0.5652017190317938
2519,Dennis the Menace,51270765,51270765,100%,0,-,1993.csv,1993,1.0,0.0
2520,Defiance,51262751,28644813,55.9%,22617938,44.1%,2008.csv,2008,0.5587841549900433,0.44121584500995664
2521,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,51167572,944193,1.8%,50223379,98.2%,2013.csv,2013,0.018452956884489263,0.9815470431155108
2522,Hollywood Homicide,51142659,30940691,60.5%,20201968,39.5%,2003.csv,2003,0.6049879221180111,0.3950120778819889
2523,Naked Gun 33 1/3: The Final Insult,51132598,51132598,100%,0,-,1994.csv,1994,1.0,0.0
2524,Doomsday: The Sinking of Japan,51127401,0,-,51127401,100%,2006.csv,2006,0.0,1.0
2525,Sunny,51116421,0,-,51116421,100%,2011.csv,2011,0.0,1.0
2526,Up Close & Personal,51088705,51088705,100%,0,-,1996.csv,1996,1.0,0.0
2527,Magic in the Moonlight,51029361,10539326,20.7%,40490035,79.3%,2014.csv,2014,0.20653454782629946,0.7934654521737006
2528,Talk to Her 2002 Re-release,51001550,9285469,18.2%,41716081,81.8%,2002.csv,2002,0.1820624863361996,0.8179375136638004
2529,Red Dawn,50950296,44806783,87.9%,6143513,12.1%,2012.csv,2012,0.8794214463444923,0.12057855365550771
2530,Doraemon the Movie: Nobita and the Birth of Japan,50939840,0,-,50939840,100%,2016.csv,2016,0.0,1.0
2531,Just Friends,50912434,32619671,64.1%,18292763,35.9%,2005.csv,2005,0.6407014640077903,0.3592985359922097
2532,Unleashed,50871113,24537621,48.2%,26333492,51.8%,2005.csv,2005,0.4823488135594753,0.5176511864405247
2533,Vanguard,50866901,793525,1.6%,50073376,98.4%,2020.csv,2020,0.015600026429760288,0.9843999735702397
2534,Something to Talk About,50865589,50865589,100%,0,-,1995.csv,1995,1.0,0.0
2535,Team America: World Police,50826898,32786074,64.5%,18040824,35.5%,2004.csv,2004,0.64505360921298,0.3549463907870199
2536,Coco Before Chanel,50812934,6113834,12%,44699100,88%,2009.csv,2009,0.12032042865306695,0.8796795713469331
2537,The Skulls,50802120,35046120,69%,15756000,31%,2000.csv,2000,0.6898554627247839,0.31014453727521607
2538,The Mighty Ducks,50752337,50752337,100%,0,-,1992.csv,1992,1.0,0.0
2539,What a Girl Wants,50732139,36105433,71.2%,14626706,28.8%,2003.csv,2003,0.7116875754046168,0.2883124245953832
2540,The Net,50727965,50727965,100%,0,-,1995.csv,1995,1.0,0.0
2541,The Crow,50693129,50693129,100%,0,-,1994.csv,1994,1.0,0.0
2542,Bride of Chucky,50688658,32400658,63.9%,18288000,36.1%,1998.csv,1998,0.6392092290152956,0.3607907709847043
2543,Pokémon: Arceus and the Jewel of Life,50673078,0,-,50673078,100%,2009.csv,2009,0.0,1.0
2544,Sea Monsters: A Prehistoric Adventure,50652463,23746066,46.9%,26906397,53.1%,2007.csv,2007,0.46880377761689496,0.531196222383105
2545,Diary of a Mad Black Woman,50652203,50633099,100%,19104,<0.1%,2005.csv,2005,0.9996228397015624,0.0003771602984375625
2546,Mighty Joe Young,50632037,50632037,100%,0,-,1998.csv,1998,1.0,0.0
2547,Fever Pitch,50605163,42071069,83.1%,8534094,16.9%,2005.csv,2005,0.8313592231685925,0.1686407768314075
2548,The Jungle Book 2 2003 Re-release,50600160,0,-,50600160,100%,2003.csv,2003,0.0,1.0
2549,War of the Arrows,50587661,251200,0.5%,50336461,99.5%,2011.csv,2011,0.004965637766885486,0.9950343622331145
2550,You Got Served,50576805,40363810,79.8%,10212995,20.2%,2004.csv,2004,0.7980695894096118,0.20193041059038822
2551,Kingdom,50574061,0,-,50574061,100%,2019.csv,2019,0.0,1.0
2552,The Himalayas,50544493,696717,1.4%,49847776,98.6%,2015.csv,2015,0.013784231647154914,0.9862157683528451
2553,Marry Me,50509649,22438180,44.4%,28071469,55.6%,2022.csv,2022,0.44423551626739677,0.5557644837326032
2554,Alpha and Omega,50507267,25107267,49.7%,25400000,50.3%,2010.csv,2010,0.49710207048027366,0.5028979295197263
2555,Dragon Ball Z: Battle of Gods,50461371,2553002,5.1%,47908369,94.9%,2013.csv,2013,0.05059319533747904,0.9494068046625209
2556,Kokowääh,50447784,0,-,50447784,100%,2011.csv,2011,0.0,1.0
2557,About Last Night,50445860,48637684,96.4%,1808176,3.6%,2014.csv,2014,0.9641561071612219,0.03584389283877805
2558,Breakthrough,50444358,40713082,80.7%,9731276,19.3%,2019.csv,2019,0.8070889117074302,0.1929110882925698
2559,Just Mercy,50401502,36001502,71.4%,14400000,28.6%,2019.csv,2019,0.7142942287711981,0.28570577122880186
2560,Red Tails,50365498,49876377,99%,489121,1%,2012.csv,2012,0.9902885701636466,0.009711429836353449
2561,Natural Born Killers,50282766,50282766,100%,0,-,1994.csv,1994,1.0,0.0
2562,Angels in the Outfield,50236831,50236831,100%,0,-,1994.csv,1994,1.0,0.0
2563,"Monsters, Inc. 2012 3D Release",50207820,34043006,67.8%,16164814,32.2%,2012.csv,2012,0.6780419066193274,0.32195809338067255
2564,Breakdown,50159144,50159144,100%,0,-,1997.csv,1997,1.0,0.0
2565,HOUBA! On the Trail of the Marsupilami,50146474,0,-,50146474,100%,2012.csv,2012,0.0,1.0
2566,The Closet,50104745,6678894,13.3%,43425851,86.7%,2001.csv,2001,0.13329863269436856,0.8667013673056314
2567,National Security,50097949,36381186,72.6%,13716763,27.4%,2003.csv,2003,0.7262011065562783,0.2737988934437216
2568,Little Women,50083616,50083616,100%,0,-,1994.csv,1994,1.0,0.0
2569,Sommersby,50081992,50081992,100%,0,-,1993.csv,1993,1.0,0.0
2570,Absolute Power,50068310,50068310,100%,0,-,1997.csv,1997,1.0,0.0
2571,The Replacements,50054511,44737059,89.4%,5317452,10.6%,2000.csv,2000,0.8937667775837427,0.10623322241625735
2572,Under Siege 2: Dark Territory,50024083,50024083,100%,0,-,1995.csv,1995,1.0,0.0
2573,Uncut Gems,50023780,50023780,100%,0,-,2019.csv,2019,1.0,0.0
2574,When a Man Loves a Woman,50021959,50021959,100%,0,-,1994.csv,1994,1.0,0.0
2575,Last Action Hero,50016394,50016394,100%,0,-,1993.csv,1993,1.0,0.0
2576,A Walk in the Clouds,50008143,50008143,100%,0,-,1995.csv,1995,1.0,0.0
2577,The Women,50007546,26902075,53.8%,23105471,46.2%,2008.csv,2008,0.5379603110298594,0.46203968897014064
2578,The Nightmare Before Christmas,50003043,50003043,100%,0,-,1993.csv,1993,1.0,0.0
2579,Dearest 2014 Re-release,50000583,0,-,50000583,100%,2014.csv,2014,0.0,1.0
2580,Family is Family,49954866,0,-,49954866,100%,2018.csv,2018,0.0,1.0
2581,Drillbit Taylor,49944325,32862104,65.8%,17082221,34.2%,2008.csv,2008,0.6579747348672748,0.3420252651327253
2582,21 Bridges,49939757,28539757,57.1%,21400000,42.9%,2019.csv,2019,0.5714836978481894,0.42851630215181064
2583,Winnie the Pooh,49871429,26692846,53.5%,23178583,46.5%,2011.csv,2011,0.535233229430823,0.464766770569177
2584,The Wailing,49851770,786633,1.6%,49065137,98.4%,2016.csv,2016,0.015779439727014708,0.9842205602729853
2585,The Switch,49830607,27779426,55.7%,22051181,44.3%,2010.csv,2010,0.5574771746208108,0.44252282537918913
2586,Space Battleship Yamato,49827298,0,-,49827298,100%,2010.csv,2010,0.0,1.0
2587,Notes on a Scandal,49814392,17510118,35.2%,32304274,64.8%,2006.csv,2006,0.35150721100841703,0.648492788991583
2588,Pleasantville,49805462,40584421,81.5%,9221041,18.5%,1998.csv,1998,0.8148588401810227,0.18514115981897727
2589,An Inconvenient Truth,49782012,24146161,48.5%,25635851,51.5%,2006.csv,2006,0.4850378686984367,0.5149621313015633
2590,She's Out of My League,49779728,32010860,64.3%,17768868,35.7%,2010.csv,2010,0.6430501187149917,0.3569498812850082
2591,This Christmas,49778552,49121934,98.7%,656618,1.3%,2007.csv,2007,0.9868092185566185,0.01319078144338148
2592,Luca,49750471,0,-,49750471,100%,2021.csv,2021,0.0,1.0
2593,Raising Helen,49718611,37486512,75.4%,12232099,24.6%,2004.csv,2004,0.7539734366271817,0.24602656337281828
2594,The Boy and the Beast,49714378,490643,1%,49223735,99%,2015.csv,2015,0.009869237426645467,0.9901307625733545
2595,Two Is a Family,49619118,0,-,49619118,100%,2016.csv,2016,0.0,1.0
2596,Song of Youth,49615508,0,-,49615508,100%,2019.csv,2019,0.0,1.0
2597,Surprise,49567466,0,-,49567466,100%,2015.csv,2015,0.0,1.0
2598,Death Wish,49562710,34017028,68.6%,15545682,31.4%,2018.csv,2018,0.6863431801852643,0.3136568198147357
2599,CJ7,49529913,207378,0.4%,49322535,99.6%,2008.csv,2008,0.004186924374367466,0.9958130756256325
2600,The Grudge,49511319,21221803,42.9%,28289516,57.1%,2019.csv,2019,0.4286252806151256,0.5713747193848744
2601,Tad: The Lost Explorer,49490859,0,-,49490859,100%,2012.csv,2012,0.0,1.0
2602,The Black Dahlia,49332692,22545080,45.7%,26787612,54.3%,2006.csv,2006,0.45700080587534125,0.5429991941246588
2603,Capote,49327405,28750530,58.3%,20576875,41.7%,2005.csv,2005,0.5828510540945748,0.4171489459054252
2604,Volcano,49323468,49323468,100%,0,-,1997.csv,1997,1.0,0.0
2605,May 18,49282156,0,-,49282156,100%,2007.csv,2007,0.0,1.0
2606,One Piece: Strong World,49271461,0,-,49271461,100%,2009.csv,2009,0.0,1.0
2607,Entourage,49263404,32363404,65.7%,16900000,34.3%,2015.csv,2015,0.6569461582476112,0.34305384175238884
