Rank,Release Group,Worldwide,Domestic,%,Foreign,%
28,The General's Daughter,"$149,705,852","$102,705,852",68.6%,"$47,000,000",31.4%
29,Inspector Gadget,"$134,403,112","$97,403,112",72.5%,"$37,000,000",27.5%
30,The Talented Mr. Ripley,"$128,798,265","$81,298,265",63.1%,"$47,500,000",36.9%
31,The World Is Not Enough,"$126,943,684","$126,943,684",100%,-,-
32,The Thomas Crown Affair,"$124,305,181","$69,305,181",55.8%,"$55,000,000",44.2%
33,Notting Hill,"$124,182,015","$116,089,678",93.5%,"$8,092,337",6.5%
34,Message in a Bottle,"$118,880,016","$52,880,016",44.5%,"$66,000,000",55.5%
35,Blue Streak,"$117,758,500","$68,518,533",58.2%,"$49,239,967",41.8%
36,Anna and the King,"$113,996,937","$39,263,420",34.4%,"$74,733,517",65.6%
37,Three Kings,"$107,752,036","$60,652,036",56.3%,"$47,100,000",43.7%
38,She's All That,"$103,166,989","$63,366,989",61.4%,"$39,800,000",38.6%
39,Fight Club,"$100,853,753","$37,030,102",36.7%,"$63,823,651",63.3%
40,Any Given Sunday,"$100,230,832","$75,530,832",75.4%,"$24,700,000",24.6%
41,Bowfinger,"$98,625,775","$66,384,775",67.3%,"$32,241,000",32.7%
42,8MM,"$96,618,699","$36,663,315",37.9%,"$59,955,384",62.1%
43,Forces of Nature,"$93,900,680","$52,900,680",56.3%,"$41,000,000",43.7%
44,Deuce Bigalow: Male Gigolo,"$92,938,755","$65,538,755",70.5%,"$27,400,000",29.5%
45,Galaxy Quest,"$90,683,916","$71,583,916",78.9%,"$19,100,000",21.1%
46,Stigmata,"$89,446,268","$50,046,268",56%,"$39,400,000",44%
47,The Cider House Rules,"$88,545,092","$57,545,092",65%,"$31,000,000",35%
48,Bicentennial Man,"$87,423,861","$58,223,861",66.6%,"$29,200,000",33.4%
49,Never Been Kissed,"$84,565,230","$55,474,756",65.6%,"$29,090,474",34.4%
50,"South Park: Bigger, Longer & Uncut","$83,137,603","$52,037,603",62.6%,"$31,100,000",37.4%
51,Cruel Intentions,"$75,902,208","$38,328,567",50.5%,"$37,573,641",49.5%
52,Random Hearts,"$74,608,570","$31,502,583",42.2%,"$43,105,987",57.8%
53,The Hurricane,"$73,956,241","$50,699,241",68.6%,"$23,257,000",31.4%
54,Life,"$73,475,268","$64,016,268",87.1%,"$9,459,000",12.9%
55,All About My Mother,"$67,872,296","$8,272,296",12.2%,"$59,600,000",87.8%
56,The Messenger: The Story of Joan of Arc,"$66,976,317","$14,276,317",21.3%,"$52,700,000",78.7%
57,The 13th Warrior,"$61,698,899","$32,698,899",53%,"$29,000,000",47%
58,The Insider,"$60,289,912","$29,089,912",48.3%,"$31,200,000",51.7%
59,The Story of Us,"$58,900,031","$27,100,031",46%,"$31,800,000",54%
60,Lake Placid,"$56,870,414","$31,770,414",55.9%,"$25,100,000",44.1%
61,Varsity Blues,"$54,294,169","$52,894,169",97.4%,"$1,400,000",2.6%
62,Mickey Blue Eyes,"$54,264,342","$33,864,342",62.4%,"$20,400,000",37.6%
63,10 Things I Hate About You,"$53,478,166","$38,178,166",71.4%,"$15,300,000",28.6%
64,Magnolia,"$48,451,803","$22,455,976",46.3%,"$25,995,827",53.7%
65,"Girl, Interrupted","$48,350,205","$28,912,646",59.8%,"$19,437,559",40.2%
66,Man on the Moon,"$47,434,430","$34,607,430",73%,"$12,827,000",27%
67,For Love of the Game,"$46,112,640","$35,188,640",76.3%,"$10,924,000",23.7%
68,House on Haunted Hill,"$42,593,455","$40,846,082",95.9%,"$1,747,373",4.1%
69,Arlington Road,"$41,067,311","$24,756,177",60.3%,"$16,311,134",39.7%
70,Blast from the Past,"$40,263,020","$26,511,114",65.8%,"$13,751,906",34.2%
71,Encounter in the Third Dimension,"$38,171,557","$7,195,792",18.9%,"$30,975,765",81.1%
72,The Bachelor,"$36,911,617","$21,760,240",59%,"$15,151,377",41%
73,My Favorite Martian,"$36,850,101","$36,850,101",100%,-,-
74,Baby Geniuses,"$36,450,736","$27,250,736",74.8%,"$9,200,000",25.2%
75,Edtv,"$35,242,897","$22,431,897",63.6%,"$12,811,000",36.4%
76,October Sky,"$34,698,685","$32,570,685",93.9%,"$2,128,000",6.1%
77,The Best Man,"$34,573,780","$34,102,780",98.6%,"$471,000",1.4%
78,Instinct,"$34,105,207","$34,105,207",100%,-,-
79,Mystery Men,"$33,461,011","$29,762,011",88.9%,"$3,699,000",11.1%
80,Dogma,"$31,117,471","$30,652,890",98.5%,"$464,581",1.5%
81,Virus,"$30,652,005","$14,036,005",45.8%,"$16,616,000",54.2%
82,Superstar,"$30,636,478","$30,636,478",100%,-,-
83,Galapagos,"$29,349,172","$18,630,372",63.5%,"$10,718,800",36.5%
84,The Out-of-Towners,"$28,544,120","$28,544,120",100%,-,-
85,Go,"$28,451,622","$16,943,454",59.6%,"$11,508,168",40.4%
86,The Deep End of the Ocean,"$28,121,100","$13,898,649",49.4%,"$14,222,451",50.6%
87,The Other Sister,"$27,807,627","$27,807,627",100%,-,-
88,The Wood,"$25,059,640","$25,059,640",100%,-,-
89,The Corruptor,"$24,493,601","$15,164,492",61.9%,"$9,329,109",38.1%
90,Alien Adventure,"$24,074,680","$8,959,784",37.2%,"$15,114,896",62.8%
91,Anywhere But Here,"$23,631,929","$18,670,401",79%,"$4,961,528",21%
92,The Iron Giant,"$23,159,305","$23,159,305",100%,-,-
93,Being John Malkovich,"$23,106,667","$22,863,596",98.9%,"$243,071",1.1%
94,Snow Falling on Cedars,"$23,049,593","$14,417,593",62.6%,"$8,632,000",37.4%
95,Buena Vista Social Club,"$23,002,182","$7,002,182",30.4%,"$16,000,000",69.6%
96,Drive Me Crazy,"$22,593,409","$17,845,337",79%,"$4,748,072",21%
97,At First Sight,"$22,365,133","$22,365,133",100%,-,-
98,Muppets from Space,"$22,323,612","$16,625,807",74.5%,"$5,697,805",25.5%
99,Stir of Echoes,"$21,142,914","$21,142,914",100%,-,-
100,The Legend of 1900,"$20,678,716","$167,435",0.8%,"$20,511,281",99.2%
101,The Astronaut's Wife,"$19,598,588","$10,672,566",54.5%,"$8,926,022",45.5%
102,Doug's 1st Movie,"$19,440,089","$19,440,089",100%,-,-
103,Summer of Sam,"$19,288,130","$19,288,130",100%,-,-
104,The Thirteenth Floor,"$18,564,088","$11,916,661",64.2%,"$6,647,427",35.8%
105,An Ideal Husband,"$18,542,974","$18,542,974",100%,-,-
106,The Rage: Carrie 2,"$17,762,705","$17,762,705",100%,-,-
107,Eye of the Beholder,"$17,589,705","$16,500,786",93.8%,"$1,088,919",6.2%
108,Bringing Out the Dead,"$16,797,191","$16,797,191",100%,-,-
109,Extreme,"$16,653,175","$12,475,172",74.9%,"$4,178,003",25.1%
110,True Crime,"$16,649,768","$16,649,768",100%,-,-
111,A Midsummer Night's Dream,"$16,071,990","$16,071,990",100%,-,-
112,Election,"$14,902,041","$14,902,041",100%,-,-
113,Music of the Heart,"$14,859,394","$14,859,394",100%,-,-
114,Tea with Mussolini,"$14,401,563","$14,401,563",100%,-,-
115,In Too Deep,"$14,011,454","$14,011,454",100%,-,-
116,The Mod Squad,"$13,263,993","$13,263,993",100%,-,-
117,Angela's Ashes,"$13,042,112","$13,042,112",100%,-,-
118,Sun Alley,"$12,891,924",-,-,"$12,891,924",100%
119,The Omega Code,"$12,614,346","$12,614,346",100%,-,-
120,Black Mask,"$12,504,289","$12,504,289",100%,-,-
121,In Dreams,"$12,017,369","$12,017,369",100%,-,-
122,The King and I,"$11,993,021","$11,993,021",100%,-,-
123,Chill Factor,"$11,788,676","$11,263,966",95.5%,"$524,710",4.5%
124,The Adventures of Elmo in Grouchland,"$11,683,047","$11,683,047",100%,-,-
125,The Muse,"$11,614,954","$11,614,954",100%,-,-
126,Wing Commander,"$11,578,059","$11,578,059",100%,-,-
127,Boys Don't Cry,"$11,540,607","$11,540,607",100%,-,-
128,Cookie's Fortune,"$10,920,544","$10,920,544",100%,-,-
129,The End of the Affair,"$10,827,816","$10,827,816",100%,-,-
130,Office Space,"$10,827,810","$10,827,810",100%,-,-
131,Universal Soldier: The Return,"$10,667,893","$10,667,893",100%,-,-
132,Island of the Sharks,"$10,658,505","$10,658,505",100%,-,-
133,Drop Dead Gorgeous,"$10,571,408","$10,571,408",100%,-,-
134,Three to Tango,"$10,570,375","$10,570,375",100%,-,-
135,Bats,"$10,155,690","$10,155,690",100%,-,-
136,Brokedown Palace,"$10,115,013","$10,115,013",100%,-,-
137,Dudley Do-Right,"$9,974,410","$9,974,410",100%,-,-
138,The Love Letter,"$9,139,145","$8,302,478",90.8%,"$836,667",9.2%
139,Trippin',"$9,017,070","$9,017,070",100%,-,-
140,Teaching Mrs. Tingle,"$8,951,935","$8,951,935",100%,-,-
141,"Mystery, Alaska","$8,891,623","$8,891,623",100%,-,-
142,Play It to the Bone,"$8,678,812","$8,434,146",97.2%,"$244,666",2.8%
143,Pushing Tin,"$8,408,835","$8,408,835",100%,-,-
144,Twin Dragons,"$8,359,717","$8,359,717",100%,-,-
145,Sunshine,"$7,607,860","$5,096,267",67%,"$2,511,593",33%
146,Outside Providence,"$7,302,522","$7,302,522",100%,-,-
147,Run Lola Run,"$7,267,585","$7,267,585",100%,-,-
148,200 Cigarettes,"$6,852,450","$6,852,450",100%,-,-
149,Lost & Found,"$6,552,255","$6,552,255",100%,-,-
150,The Straight Story,"$6,416,325","$6,203,044",96.7%,"$213,281",3.3%
151,Dick,"$6,262,878","$6,262,878",100%,-,-
152,Topsy-Turvy,"$6,208,548","$6,208,548",100%,-,-
153,Foolish,"$6,033,999","$6,033,999",100%,-,-
154,Light It Up,"$5,985,690","$5,985,690",100%,-,-
155,Siegfried & Roy: The Magic Box,"$5,231,283","$5,231,283",100%,-,-
156,Jakob the Liar,"$4,956,401","$4,956,401",100%,-,-
157,Wolves,"$4,811,282","$4,811,282",100%,-,-
158,Mansfield Park,"$4,775,847","$4,775,847",100%,-,-
159,A Walk on the Moon,"$4,750,660","$4,750,660",100%,-,-
160,Mumford,"$4,555,459","$4,555,459",100%,-,-
161,Sweet and Lowdown,"$4,525,794","$4,197,015",92.7%,"$328,779",7.3%
162,Flawless,"$4,488,529","$4,488,529",100%,-,-
163,Simply Irresistible,"$4,398,989","$4,398,989",100%,-,-
164,Detroit Rock City,"$4,217,115","$4,217,115",100%,-,-
165,Gloria,"$4,197,729","$4,197,729",100%,-,-
166,Idle Hands,"$4,152,230","$4,152,230",100%,-,-
167,Le Dîner de Cons,"$4,071,548","$4,071,548",100%,-,-
168,Playing by Heart,"$3,970,078","$3,970,078",100%,-,-
169,The Winslow Boy,"$3,957,934","$3,957,934",100%,-,-
170,"Lock, Stock and Two Smoking Barrels","$3,753,929","$3,753,929",100%,-,-
171,Liberty Heights,"$3,736,868","$3,736,868",100%,-,-
172,Fifty,"$3,328,240","$3,328,240",100%,-,-
173,Elvis Gratton II: Miracle à Memphis,"$3,316,272","$3,316,272",100%,-,-
174,Train of Life,"$3,311,162","$98,687",3%,"$3,212,475",97%
175,The Limey,"$3,204,663","$3,204,663",100%,-,-
176,Jawbreaker,"$3,117,085","$3,117,085",100%,-,-
177,Love Stinks,"$2,924,635","$2,924,635",100%,-,-
178,Cradle Will Rock,"$2,903,404","$2,903,404",100%,-,-
179,eXistenZ,"$2,856,712","$2,856,712",100%,-,-
180,Autumn Tale,"$2,215,467","$2,205,339",99.5%,"$10,128",0.5%
181,A Dog of Flanders,"$2,165,637","$2,165,637",100%,-,-
182,Limbo,"$2,160,710","$2,160,710",100%,-,-
183,Trick,"$2,087,228","$2,087,228",100%,-,-
184,Ravenous,"$2,062,405","$2,062,405",100%,-,-
185,Beyond the Mat,"$2,053,648","$2,053,648",100%,-,-
186,Besieged,"$2,048,740","$2,048,740",100%,-,-
187,Wildfire: Feel the Heat,"$2,040,635","$2,040,635",100%,-,-
188,Three Seasons,"$2,021,698","$2,021,698",100%,-,-
189,Taal,"$2,020,532","$2,020,532",100%,-,-
190,Better Than Chocolate,"$2,015,406","$2,015,406",100%,-,-
191,Titus,"$2,007,290","$2,007,290",100%,-,-
192,Crazy in Alabama,"$2,005,840","$2,005,840",100%,-,-
193,Hum Saath-Saath Hain,"$2,005,094","$2,005,094",100%,-,-
194,"Happy, Texas","$1,955,933","$1,955,933",100%,-,-
195,Goodbye Lover,"$1,940,299","$1,940,299",100%,-,-
196,Tango,"$1,897,948","$1,897,948",100%,-,-
197,Holy Smoke,"$1,765,545","$1,765,545",100%,-,-
198,The Dreamlife of Angels,"$1,726,567","$1,726,567",100%,-,-
199,Romance,"$1,585,642","$1,585,642",100%,-,-
200,Asterix and Obelix vs. Caesar,"$1,541,261","$1,541,261",100%,-,-
